"ID","abstract"
34399908,"Speeding is a major cause of unintentional roadway death in the United States. Existing data show that U.S. drivers tend to speed less as they age, but reasons for this change remain largely unknown. Limited research has examined why U.S. drivers decide to speed or why U.S. drivers decide not to speed, and none to date has determined why speeding behaviors change over the life course. Research into these issues can provide insight that may be harnessed for more effective anti-speeding interventions that catalyze decisions not to speed.The current study asked a national sample of U.S. drivers (N = 309) about their driving behaviors and how they have changed over time using an open-ended prompt in an online survey. The authors qualitatively coded responses using a narrative analysis lens to identify common themes.Results show U.S. drivers often make deliberate choices to speed and some do not consider speeding to be dangerous after achieving perceived mastery of driving skills. Participants tended to report speeding less over time, citing increased concern for family and other roadway users, which may help explain national speeding data trends. Several other themes emerged identifying individual cognitive factors, environmental contexts, and key persons impacting speeding decisions. Practical Applications: Findings show that the most effective means of encouraging U.S. drivers to decide not to speed may be multi-pronged intervention approaches highlighting how speeding reduces roadway driver control, connecting speeding with safety, and encompassing road design and law enforcement strategies.Copyright © 2021. Published by Elsevier Ltd."
36648132,"Both sex and prior exposure to pathogens are known to influence responses to immune challenges, but their combined effects are not well established in humans, particularly in early innate responses critical for shaping subsequent outcomes.We employed systems immunology approaches to study responses to a replication-defective, herpes simplex virus (HSV) 2 vaccine in men and women either naive or previously exposed to HSV.Blood transcriptomic and cell population profiling showed substantial changes on day 1 after vaccination, but the responses depended on sex and whether the vaccinee was naive or previously exposed to HSV. The magnitude of early transcriptional responses was greatest in HSV naive women where type I interferon (IFN) signatures were prominent and associated negatively with vaccine-induced neutralizing antibody titers, suggesting that a strong early antiviral response reduced the uptake of this replication-defective virus vaccine. While HSV seronegative vaccine recipients had upregulation of gene sets in type I IFN (IFN-α/β) responses, HSV2 seropositive vaccine recipients tended to have responses focused more on type II IFN (IFN-γ) genes.These results together show that prior exposure and sex interact to shape early innate responses that then impact subsequent adaptive immune phenotypes.Intramural Research Program of the NIH, the National Institute of Allergy and Infectious Diseases, and other institutes supporting the Trans-NIH Center for Human Immunology, Autoimmunity, and Inflammation. The vaccine trial was supported through a clinical trial agreement between the National Institute of Allergy and Infectious Diseases and Sanofi Pasteur. Clinical trial number: NCT01915212."
33096436,"Relational memory is impaired in psychotic disorders. In non-affective psychotic disorders, relational memory deficits are present in the early stage of illness and become more pronounced in the chronic stage. Previous studies have demonstrated cognitive deficits in early-stage psychotic bipolar disorder, but it is unclear whether relational memory is impaired. We examined relational memory using a face-scene binding task in early-stage psychotic bipolar disorder patients (n = 33) and compared their performance with healthy control (n = 40) and early-stage non-affective psychosis participants (n = 40). During training, participants learned to associate faces with background scenes. During testing, participants viewed a scene overlaid by three faces and were asked to recall the matching face. Relational memory was assessed indirectly using eye movements and explicitly using forced-choice recognition. Preferential viewing of the matching face, as captured by overall proportion of viewing and viewing across time, was significantly lower in psychotic bipolar disorder than in the healthy control group. However, preferential viewing of the matching face in psychotic bipolar disorder was significantly better than in non-affective psychosis. These findings provide novel evidence that relational memory in patients with early-stage psychotic bipolar disorder is intermediate between healthy control and early-stage non-affective psychosis subjects.Copyright © 2020 Elsevier B.V. All rights reserved."
32959043,"The mechanisms underlying cortical folding are incompletely understood. Prior studies have suggested that individual differences in sulcal depth are genetically mediated, with deeper and ontologically older sulci more heritable than others. In this study, we examine FreeSurfer-derived estimates of average convexity and mean curvature as proxy measures of cortical folding patterns using a large (N = 1096) genetically informative young adult subsample of the Human Connectome Project. Both measures were significantly heritable near major sulci and primary fissures, where approximately half of individual differences could be attributed to genetic factors. Genetic influences near higher order gyri and sulci were substantially lower and largely nonsignificant. Spatial permutation analysis found that heritability patterns were significantly anticorrelated to maps of evolutionary and neurodevelopmental expansion. We also found strong phenotypic correlations between average convexity, curvature, and several common surface metrics (cortical thickness, surface area, and cortical myelination). However, quantitative genetic models suggest that correlations between these metrics are largely driven by nongenetic factors. These findings not only further our understanding of the neurobiology of gyrification, but have pragmatic implications for the interpretation of heritability maps based on automated surface-based measurements.Published by Oxford University Press 2020."
33529172,"BACKGROUNDTo understand the features of a replicating vaccine that might drive potent and durable immune responses to transgene-encoded antigens, we tested a replication-competent adenovirus type 4 encoding influenza virus H5 HA (Ad4-H5-Vtn) administered as an oral capsule or via tonsillar swab or nasal spray.METHODSViral shedding from the nose, mouth, and rectum was measured by PCR and culturing. H5-specific IgG and IgA antibodies were measured by bead array binding assays. Serum antibodies were measured by a pseudovirus entry inhibition, microneutralization, and HA inhibition assays.RESULTSAd4-H5-Vtn DNA was shed from most upper respiratory tract-immunized (URT-immunized) volunteers for 2 to 4 weeks, but cultured from only 60% of participants, with a median duration of 1 day. Ad4-H5-Vtn vaccination induced increases in H5-specific CD4+ and CD8+ T cells in the peripheral blood as well as increases in IgG and IgA in nasal, cervical, and rectal secretions. URT immunizations induced high levels of serum neutralizing antibodies (NAbs) against H5 that remained stable out to week 26. The duration of viral shedding correlated with the magnitude of the NAb response at week 26. Adverse events (AEs) were mild, and peak NAb titers were associated with overall AE frequency and duration. Serum NAb titers could be boosted to very high levels 2 to 5 years after Ad4-H5-Vtn vaccination with recombinant H5 or inactivated split H5N1 vaccine.CONCLUSIONReplicating Ad4 delivered to the URT caused prolonged exposure to antigen, drove durable systemic and mucosal immunity, and proved to be a promising platform for the induction of immunity against viral surface glycoprotein targets.TRIAL REGISTRATIONClinicalTrials.gov NCT01443936 and NCT01806909.FUNDINGIntramural and Extramural Research Programs of the NIAID, NIH (U19 AI109946) and the Centers of Excellence for Influenza Research and Surveillance (CEIRS), NIAID, NIH (contract HHSN272201400008C)."
35393403,"Gene dosage disorders (GDDs) constitute a major class of genetic risks for psychopathology, but there is considerable debate regarding the extent to which different GDDs induce different psychopathology profiles. The current research speaks to this debate by compiling and analyzing dimensional measures of several autism-related traits (ARTs) across seven diverse GDDs. The sample included 350 individuals with one of 7 GDDs, as well as reference idiopathic autism spectrum disorder (ASD; n = 74) and typically developing control (TD; n = 171) groups. The GDDs were: Down, Williams-Beuren, and Smith-Magenis (DS, WS, SMS) syndromes, and varying sex chromosome aneuploidies (""plusX"", ""plusXX"", ""plusY"", ""plusXY""). The Social Responsiveness Scale (SRS-2) was used to measure ARTs at different levels of granularity-item, subscale, and total. General linear models were used to examine ART profiles in GDDs, and machine learning was used to predict genotype from SRS-2 subscales and items. These analyses were completed with and without covariation for cognitive impairment. Twelve of all possible 21 pairwise GDD group contrasts showed significantly different ART profiles (7/21 when co-varying for IQ, all Bonferroni-corrected). Prominent GDD-ART associations in post hoc analyses included relatively preserved social motivation in WS and relatively low levels of repetitive behaviors in plusX. Machine learning revealed that GDD group could be predicted with plausible accuracy (~60-80%) even after controlling for IQ. GDD effects on ARTs are influenced by GDD subtype and ART dimension. This observation has consequences for mechanistic, clinical, and translational aspects of psychiatric neurogenetics.© 2022. This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply."
31307393,"In the context of environmentally influenced communicable diseases, proximity to environmental sources results in spatial heterogeneity of risk, which is sometimes difficult to measure in the field. Most prevention trials use randomization to achieve comparability between groups, thus failing to account for heterogeneity. This study aimed to determine under what conditions spatial heterogeneity biases the results of randomized prevention trials, and to compare different approaches to modeling this heterogeneity.Using the example of a malaria prevention trial, simulations were performed to quantify the impact of spatial heterogeneity and to compare different models. Simulated scenarios combined variation in baseline risk, a continuous protective factor (age), a non-related factor (sex), and a binary protective factor (preventive treatment). Simulated spatial heterogeneity scenarios combined variation in breeding site density and effect, location, and population density. The performances of the following five statistical models were assessed: a non-spatial Cox Proportional Hazard (Cox-PH) model and four models accounting for spatial heterogeneity-i.e., a Data-Generating Model, a Generalized Additive Model (GAM), and two Stochastic Partial Differential Equation (SPDE) models, one modeling survival time and the other the number of events. Using a Bayesian approach, we estimated the SPDE models with an Integrated Nested Laplace Approximation algorithm. For each factor (age, sex, treatment), model performances were assessed by quantifying parameter estimation biases, mean square errors, confidence interval coverage rates (CRs), and significance rates. The four models were applied to data from a malaria transmission blocking vaccine candidate.The level of baseline risk did not affect our estimates. However, with a high breeding site density and a strong breeding site effect, the Cox-PH and GAM models underestimated the age and treatment effects (but not the sex effect) with a low CR. When population density was low, the Cox-SPDE model slightly overestimated the effect of related factors (age, treatment). The two SPDE models corrected the impact of spatial heterogeneity, thus providing the best estimates.Our results show that when spatial heterogeneity is important but not measured, randomization alone cannot achieve comparability between groups. In such cases, prevention trials should model spatial heterogeneity with an adapted method.The dataset used for the application example was extracted from Vaccine Trial #NCT02334462 ( ClinicalTrials.gov registry)."
35929472,"Background The sodium-glucose cotransporter 2 inhibitor canagliflozin reduced the risk of first cardiovascular composite events in the CREDENCE (Canagliflozin and Renal Events in Diabetes With Established Nephropathy Clinical Evaluation) trial. In this post hoc analysis, we evaluated the effect of canagliflozin on total (first and recurrent) cardiovascular events. Methods and Results The CREDENCE trial compared canagliflozin or matching placebo in 4401 patients with type 2 diabetes, albuminuria, and estimated glomerular filtration rate of 30 to <90 mL/min per 1.73 m2, over a median of 2.6 years. The primary outcome was analyzed as a composite of any cardiovascular event including myocardial infarction, stroke, hospitalization for heart failure, hospitalization for unstable angina, and cardiovascular death. Negative binomial regression models were used to assess the effect of canagliflozin on the net burden of cardiovascular events. During the trial, 634 patients had 883 cardiovascular events, of whom 472 (74%) had just 1 cardiovascular event and 162 (26%) had multiple cardiovascular events. Canagliflozin reduced first cardiovascular events by 26% (hazard ratio, 0.74 [95% CI, 0.63-0.86]; P<0.001) and total cardiovascular events by 29% (incidence rate ratio, 0.71 [95% CI, 0.59-0.86]; P<0.001). The absolute risk difference per 1000 patients treated over 2.5 years was -44 (95% CI, -67 to -21) first cardiovascular events and -73 (95% CI, -114 to -33) total events. Conclusions Canagliflozin reduced cardiovascular events, with a larger absolute benefit for total cardiovascular than first cardiovascular events. These findings provide further support for the benefit of continuing canagliflozin therapy after an initial event to prevent recurrent cardiovascular events. Registration Information URL: https://www.clinicaltrials.gov; Unique Identifier: NCT02065791."
30922315,"Patients with type 1 diabetes (T1DM) typically have normal or even elevated plasma high density lipoprotein (HDL) cholesterol concentrations; however, HDL protein composition can be altered without a change in cholesterol content. Alteration of the HDL proteome can result in dysfunctional HDL particles with reduced ability to protect against cardiovascular disease (CVD). The objective of this study was to compare the HDL proteomes of youth with T1DM and healthy controls (HC) and to evaluate the influence of glycemic control on HDL protein composition.This was a cross-sectional case-control study. Blood samples were obtained from patients with T1DM and HC. HDL was isolated from plasma by size-exclusion chromatography and further purified using a lipid binding resin. The HDL proteome was analyzed by mass spectrometry using label-free SWATH peptide quantification.Samples from 26 patients with T1DM and 13 HC were analyzed and 78 HDL-bound proteins were measured. Youth with T1DM had significantly increased amounts of complement factor H related protein 2 (FHR2; adjusted P < 0.05), compared to HC. When patients were analyzed based on glucose control, several trends emerged. Some proteins were altered in T1DM and not influenced by glycemic control (e.g. FHR2) while others were partially or completely corrected with optimal glucose control (e.g. alpha-1-beta glycoprotein, A1BG). In a subgroup of poorly controlled T1DM patients, inter alpha trypsin inhibitor 4 (ITIH4) was dramatically elevated (P < 0.0001) and this was partially reversed in patients with optimal glucose control. Some proteins including complement component C3 (CO3) and albumin (ALB) were significantly different only in T1DM patients with optimal glucose control, suggesting a possible effect of exogenous insulin.Youth with T1DM have proteomic alterations of their HDL compared to HC, despite similar concentration of HDL cholesterol. The influence of these compositional changes on HDL function are not yet known. Future efforts should focus on investigating the role of these HDL associated proteins in regard to HDL function and their role in CVD risk in patients with T1DM. Trial registration NCT02275091."
29456629,"People with type 2 diabetes (T2D) have impaired exercise capacity, even in the absence of complications, which is predictive of their increased cardiovascular mortality. Cardiovascular dysfunction is one potential cause of this exercise defect. Acute infusion of vitamin C has been separately shown to improve diastolic and endothelial function in prior studies. We hypothesized that acute vitamin C infusion would improve exercise capacity and that these improvements would be associated with improved cardiovascular function.Adults with T2D (n = 31, 7 female, 24 male, body mass index (BMI): 31.5 ± 0.8 kg/m2) and BMI-similar healthy adults (n = 21, 11 female, 10 male, BMI: 30.4 ± 0.7 kg/m2) completed two randomly ordered visits: IV infusion of vitamin C (7.5 g) and a volume-matched saline infusion. During each visit peak oxygen uptake (VO2peak), brachial artery flow mediated dilation (FMD), reactive hyperemia (RH; plethysmography), and cardiac echocardiography were measured. General linear mixed models were utilized to assess the differences in all study variables.Acute vitamin C infusion improved diastolic function, assessed by lateral and septal E:E' (P < 0.01), but did not change RH (P = 0.92), or VO2peak (P = 0.33) in any participants.Acute vitamin C infusion improved diastolic function but did not change FMD, forearm reactive hyperemia, or peak exercise capacity. Future studies should further clarify the role of endothelial function as well as other possible physiological causes of exercise impairment in order to provide potential therapeutic targets.Trial registration NCT00786019. Prospectively registered May 2008."
25173047,"Epoxyeicosatrienoic acids (EETs) protect against the development of insulin resistance in rodents. EETs are hydrolyzed to less biologically active diols by soluble epoxide hydrolase (encoded for by EPHX2). Functional variants of EPHX2 encode for enzymes with increased (Lys55Arg) or decreased (Arg287Gln) hydrolase activity. This study tested the hypothesis that variants of EPHX2 are associated with insulin sensitivity or secretion in humans. Subjects participating in metabolic phenotyping studies were genotyped. Eighty-five subjects underwent hyperglycemic clamps. There was no relationship between the Lys55Arg genotype and insulin sensitivity or secretion. In contrast, the EPHX2 287Gln variant was associated with higher insulin sensitivity index (p=0.019 controlling for body mass index and metabolic syndrome). Also, there was an interactive effect of EPHX2 Arg287Gln genotype and body mass index on insulin sensitivity index (p=0.029). There was no relationship between EPHX2 Arg287Gln genotype and acute or late-phase glucose-stimulated insulin secretion, but disposition index was higher in 287Gln carriers compared with Arg/Arg (p=0.022). Plasma EETs correlated with insulin sensitivity index (r=0.64, p=0.015 for total EETs) and were decreased in the metabolic syndrome. A genetic variant that results in decreased soluble epoxide hydrolase activity is associated with increased insulin sensitivity, as are higher EETs.Copyright © 2014 Elsevier Inc. All rights reserved."
27682320,"Childhood early life stress (ELS) increases risk of adulthood major depressive disorder (MDD) and is associated with altered brain structure and function. It is unclear whether specific ELSs affect depression risk, cognitive function and brain structure.This cross-sectional study included 64 antidepressant-free depressed and 65 never-depressed individuals. Both groups reported a range of ELSs on the Early Life Stress Questionnaire, completed neuropsychological testing and 3T magnetic resonance imaging (MRI). Neuropsychological testing assessed domains of episodic memory, working memory, processing speed and executive function. MRI measures included cortical thickness and regional gray matter volumes, with a priori focus on the cingulate cortex, orbitofrontal cortex (OFC), amygdala, caudate and hippocampus.Of 19 ELSs, only emotional abuse, sexual abuse and severe family conflict independently predicted adulthood MDD diagnosis. The effect of total ELS score differed between groups. Greater ELS exposure was associated with slower processing speed and smaller OFC volumes in depressed subjects, but faster speed and larger volumes in non-depressed subjects. In contrast, exposure to ELSs predictive of depression had similar effects in both diagnostic groups. Individuals reporting predictive ELSs exhibited poorer processing speed and working memory performance, smaller volumes of the lateral OFC and caudate, and decreased cortical thickness in multiple areas including the insula bilaterally. Predictive ELS exposure was also associated with smaller left hippocampal volume in depressed subjects.Findings suggest an association between childhood trauma exposure and adulthood cognitive function and brain structure. These relationships appear to differ between individuals who do and do not develop depression."
29607651,"In human immunodeficiency virus (HIV)-negative individuals, a plasma metabolite profile, characterized by higher levels of branched-chain amino acids (BCAA), aromatic amino acids, and C3/C5 acylcarnitines, is associated with insulin resistance and increased risk of diabetes. We sought to characterize the metabolite profile accompanying insulin resistance in HIV-positive persons to assess whether the same or different bioenergetics pathways might be implicated. We performed an observational cohort study of 70 nondiabetic, HIV-positive individuals (50% with body mass index ≥30 kg/m2) on efavirenz, tenofovir, and emtricitabine with suppressed HIV-1 RNA levels (<50 copies/mL) for at least 2 years and a CD4+ count over 350 cells/μL. We measured fasting insulin resistance using the homeostatic model assessment 2, plasma free fatty acids (FFA) using gas chromatography, and amino acids, acylcarnitines, and organic acids using liquid chromatography/mass spectrometry. We assessed the relationship of plasma metabolites with insulin resistance using multivariable linear regression. The median age was 45 years, median CD4+ count was 701 cells/μL, and median hemoglobin A1c was 5.2%. Insulin resistance was associated with higher plasma C3 acylcarnitines (p = .01), but not BCAA or C5 acylcarnitines. However, insulin resistance was associated with lower plasma levels of C18, C16, C12, and C2 acylcarnitines (p ≤ .03 for all), and lower C18 and C16 acylcarnitine:FFA ratios (p = .002, and p = .03, respectively). In HIV-positive persons, lower levels of plasma acylcarnitines, including the C2 product of complete fatty acid oxidation, are a more prominent feature of insulin resistance than changes in BCAA, suggesting impaired fatty acid uptake and/or mitochondrial oxidation is a central aspect of glucose intolerance in this population."
29509918,"The brain is a critical target organ for thyroid hormone, but it is unclear whether variations in thyroid function within and near the reference range affect quality of life, mood, or cognition.A total of 138 subjects with levothyroxine (L-T4)-treated hypothyroidism and normal thyrotropin (TSH) levels underwent measures of quality of life (36-Item Short Form Health Survey, Underactive Thyroid-Dependent Quality of Life Questionnaire), mood (Profile of Mood States, Affective Lability Scale), and cognition (executive function, memory). They were then randomly assigned to receive an unchanged, higher, or lower L-T4 dose in double-blind fashion, targeting one of three TSH ranges (0.34 to 2.50, 2.51 to 5.60, or 5.61 to 12.0 mU/L). Doses were adjusted every 6 weeks based on TSH levels. Baseline measures were reassessed at 6 months.At the end of the study, by intention to treat, mean L-T4 doses were 1.50 ± 0.07, 1.32 ± 0.07, and 0.78 ± 0.08 μg/kg (P < 0.001), and mean TSH levels were 1.85 ± 0.25, 3.93 ± 0.38, and 9.49 ± 0.80 mU/L (P < 0.001), respectively, in the three arms. There were minor differences in a few outcomes between the three arms, which were no longer significant after correction for multiple comparisons. Subjects could not ascertain how their L-T4 doses had been adjusted (P = 0.55) but preferred L-T4 doses they perceived to be higher (P < 0.001).Altering L-T4 doses in hypothyroid subjects to vary TSH levels in and near the reference range does not affect quality of life, mood, or cognition. L-T4-treated subjects prefer perceived higher L-T4 doses despite a lack of objective benefit. Adjusting L-T4 doses in hypothyroid patients based on symptoms in these areas may not result in significant clinical improvement."
27164846,"Compared to healthy controls, people with Alzheimer's disease (AD) have been shown to receive less pain medication and report pain less frequently. It is unknown if these findings reflect less perceived pain in AD, an inability to recognize pain, or an inability to communicate pain.To further examine aspects of pain processing in AD, we conducted a cross-sectional study of sex-matched adults ≥65 years old with and without AD (AD: n = 40, female = 20, median age = 75; control: n = 40, female = 20, median age = 70) to compare the psychophysical response to contact-evoked perceptual heat thresholds of warmth, mild pain, and moderate pain, and self-reported unpleasantness for each percept.When compared to controls, participants with AD required higher temperatures to report sensing warmth (Cohen's d = 0.64, p = 0.002), mild pain (Cohen's d = 0.51, p = 0.016), and moderate pain (Cohen's d = 0.45, p = 0.043). Conversely, there were no significant between-group differences in unpleasantness ratings (p > 0.05).The between-group findings demonstrate that when compared to controls, people with AD are less sensitive to the detection of thermal pain but do not differ in affective response to the unpleasant aspects of thermal pain. These findings suggest that people with AD may experience greater levels of pain and potentially greater levels of tissue or organ damage prior to identifying and reporting injury. This finding may help to explain the decreased frequency of pain reports and consequently a lower administration of analgesics in AD."
25824215,"Rifapentine is a potent antituberculosis drug currently in phase III trials. Bioavailability decreases with increasing dose, yet high daily exposures are likely needed to improve efficacy and shorten the tuberculosis treatment duration. Further, the limits of tolerability are poorly defined. The phase I multicenter trial in healthy adults described here investigated two strategies to increase rifapentine exposures: dividing the dose or giving the drug with a high-fat meal. In arm 1, rifapentine was administered at 10 mg/kg of body weight twice daily and 20 mg/kg once daily, each for 14 days, separated by a 28-day washout; the dosing sequence was randomized. In arm 2, 15 mg/kg rifapentine once daily was given with a high-fat versus a low-fat breakfast. Sampling for pharmacokinetic analysis was performed on days 1 and 14. Population pharmacokinetic analyses were performed. This trial was stopped early for poor tolerability and because of safety concerns. Of 44 subjects, 20 discontinued prematurely; 11 of these discontinued for protocol-defined toxicity (a grade 3 or higher adverse event or grade 2 or higher rifamycin hypersensitivity). Taking rifapentine with a high-fat meal increased the median steady-state area under the concentration-time curve from time zero to 24 h (AUC0-24ss) by 31% (relative standard error, 6%) compared to that obtained when the drug was taken with a low-fat breakfast. Dividing the dose increased exposures substantially (e.g., 38% with 1,500 mg/day). AUC0-24ss was uniformly higher in our study than in recent tuberculosis treatment trials, in which toxicity was rare. In conclusion, two strategies to increase rifapentine exposures, dividing the dose or giving it with a high-fat breakfast, successfully increased exposures, but toxicity was common in healthy adults. The limits of tolerability in patients with tuberculosis remain to be defined. (AIDS Clinical Trials Group study A5311 has been registered at ClinicalTrials.gov under registration no. NCT01574638.).Copyright © 2015, American Society for Microbiology. All Rights Reserved."
26503988,"An ""explanatory drive"" motivates children to explain ambiguity. Individuals with autism spectrum disorders are interested in how systems work, but it is unknown whether they have an explanatory drive. We presented children with and without autism spectrum disorder unsolvable problems in a physical and in a social context and evaluated problem-solving and explanation-seeking responses. In the physical context (but not the social context), the children with autism spectrum disorder showed a stronger explanatory drive than controls. Importantly, the number of explanatory behaviors made by children with autism spectrum disorder in the social context was independent of social and communicative impairments. Children with autism spectrum disorder did not show an exceptional explanatory drive in the social domain. These results suggest that children with autism spectrum disorder have an explanatory drive and that the explanatory drive may be domain specific.© The Author(s) 2015."
36345961,"Augmented reality (AR) is a rapidly developing technology that has substantial potential as a novel approach for addiction treatment, including tobacco use. AR can facilitate the delivery of cue exposure therapy (CET) such that individuals can experience the treatment in their natural environments as viewed via a smartphone screen, addressing the limited generalizbility of extinction learning. Previously, our team developed a basic AR app for smoking cessation and demonstrated the necessary mechanisms for CET. Specifically, we showed that the AR smoking cues, compared to neutral cues, elicited substantial cue reactivity (i.e. increased urge) and that repeated exposure to the AR smoking cues reduced urge (i.e. extinction) in a laboratory setting. Here we report the next step in the systematic development of the AR app, in which we assessed the usability and acceptability of the app among daily smokers in their natural environments.Daily smokers (N = 23, 78.3% female, Mean Age = 43.4, Mean Cigarettes/Day = 14.9), not actively quitting, were instructed to use the AR app in locations and situations where they smoke (e.g. home, bar) at least 5 times per day over one week. The study is registered in clinicaltrials.gov (NCT04101422).Results indicated high usability and acceptability. Most of the participants (73.9%) used the AR app on at least 5 days. Participants found the AR cues realistic and well-integrated in their natural environments. The AR app was perceived as easy to use (Mean = 4.1/5) and learn (mean of 2 days to learn). Overall satisfaction with the app was also high. Secondary analyses found that 56.5% reported reduced smoking, with an average 26% reduction in cigarettes per day at follow-up.These findings set the stage for a randomized controlled trial testing the AR app as an adjuvant therapy for treating tobacco dependence, with potential applicability to other substances. KEY MESSAGEThis study found that the augmented reality (AR) smartphone application that utlized cue exposure treatment for smoking cessation was perceived as easy to use and learn in the natural, day-to-day environment of daily smokers. Findings set the stage for a larger clinical trial testing the AR app as an adjuvant therapy for treating tobacco dependence, with potential applicability to other addictive behaviors."
30251182,"Substantial work associates late-life depression with hippocampal pathology. However, there is less information about differences in hippocampal subfields and other connected temporal lobe regions and how these regions may be influenced by vascular factors. Individuals aged 60 years or older with and without a DSM-IV diagnosis of Major Depressive Disorder completed clinical assessments and 3 T cranial MRI using a protocol allowing for automated measurement of medial temporal lobe subfield volumes. A subset also completed pseudo-continuous arterial spin labeling, allowing for the measurement of hippocampal cerebral blood flow. In 59 depressed and 21 never-depressed elders (mean age = 66.4 years, SD = 5.8y, range 60-86y), the depressed group did not exhibit statistically significant volumetric differences for the total hippocampus or hippocampal subfields but did exhibit significantly smaller volumes of the perirhinal cortex, specifically in the BA36 region. Additionally, age had a greater effect in the depressed group on volumes of the cornu ammonis, entorhinal cortex, and BA36 region. Finally, both clinical and radiological markers of vascular risk were associated with smaller BA36 volumes, while reduced hippocampal blood flow was associated with smaller hippocampal and cornu ammonis volumes. In conclusion, while we did not observe group differences in hippocampal regions, we observed group differences and an effect of vascular pathology on the BA36 region, part of the perirhinal cortex. This is a critical region exhibiting atrophy in prodromal Alzheimer's disease. Moreover, the observed greater effect of age in the depressed groups is concordant with past longitudinal studies reporting greater hippocampal atrophy in late-life depression."
30350220,"Sex differences in the dopaminergic response to psychostimulants could have implications for drug abuse risk and other psychopathology involving the dopamine system, but human data are limited and mixed.Here, we sought to investigate sex differences in dopamine release after oral D-amphetamine administration.We used [18F]fallypride positron emission tomography (PET) to measure the change in dopamine D2/3 receptor availability (%ΔBPND, an index of dopamine release) between placebo and D-amphetamine sessions in two independent datasets containing a total of 39 females (on either hormonal birth control n = 18, postmenopausal n = 10, or studied in the first 10 days of their menstrual cycle n = 11) and 37 males.Using both a priori anatomical regions of interest based on previous findings and voxelwise analyses, we failed to consistently detect broad sex differences in D-amphetamine-induced dopamine release. Nevertheless, there was limited evidence for greater right ventral striatal dopamine release in young adult males relative to similarly aged females, but this was not consistently observed across samples. Plasma estradiol did not correlate with dopamine release and this measure did not differ in females on and off hormonal birth control.While our finding in young adults from one dataset of greater %ΔBPND in males is partially consistent with a previously published study on sex differences in D-amphetamine-induced dopamine release, our data do not support the presence of consistent widespread sex differences in this measure of dopamine release."
25158865,"Dipeptidyl-peptidase 4 (DPP4) inhibitors improve glycemic control in patients with diabetes mellitus by preventing the degradation of glucagon-like peptide-1 (GLP-1). GLP-1 causes vasodilation in animal models but also increases sympathetic activity; the effect of GLP-1 in the human vasculature and how it is altered by DPP4 inhibition is not known. DPP4 also degrades the vasodilator brain natriuretic peptide (BNP) to a less potent metabolite. This study tested the hypothesis that DPP4 inhibition potentiates the vasodilator responses to GLP-1 and BNP in the human forearm.Seventeen healthy subjects participated in this randomized, double-blinded, placebo-controlled crossover study. On each study day, subjects received DPP4 inhibitor (sitagliptin 200 mg by mouth) or placebo. Sitagliptin increased forearm blood flow and decreased forearm vascular resistance without affecting mean arterial pressure and pulse. GLP-1 and BNP were infused in incremental doses via brachial artery. Venous GLP-1 concentrations were significantly higher during sitagliptin use, yet there was no effect of GLP-1 on forearm blood flow in the presence or absence of sitagliptin. BNP caused dose-dependent vasodilation; however, sitagliptin did not affect this response. GLP-1 and BNP had no effect on net norepinephrine release.These data suggest that GLP-1 does not act as a direct vasodilator in humans and does not contribute to sympathetic activation. Sitagliptin does not regulate vascular function in healthy humans by affecting the degradation of GLP-1 and BNP.www.clinicaltrials.gov/ Unique identifier: NCT01413542.© 2014 The Authors. Published on behalf of the American Heart Association, Inc., by Wiley Blackwell."
22010145,"Image labeling and parcellation (i.e., assigning structure to a collection of voxels) are critical tasks for the assessment of volumetric and morphometric features in medical imaging data. The process of image labeling is inherently error prone as images are corrupted by noise and artifacts. Even expert interpretations are subject to subjectivity and the precision of the individual raters. Hence, all labels must be considered imperfect with some degree of inherent variability. One may seek multiple independent assessments to both reduce this variability and quantify the degree of uncertainty. Existing techniques have exploited maximum a posteriori statistics to combine data from multiple raters and simultaneously estimate rater reliabilities. Although quite successful, wide-scale application has been hampered by unstable estimation with practical datasets, for example, with label sets with small or thin objects to be labeled or with partial or limited datasets. As well, these approaches have required each rater to generate a complete dataset, which is often impossible given both human foibles and the typical turnover rate of raters in a research or clinical environment. Herein, we propose a robust approach to improve estimation performance with small anatomical structures, allow for missing data, account for repeated label sets, and utilize training/catch trial data. With this approach, numerous raters can label small, overlapping portions of a large dataset, and rater heterogeneity can be robustly controlled while simultaneously estimating a single, reliable label set and characterizing uncertainty. The proposed approach enables many individuals to collaborate in the construction of large datasets for labeling tasks (e.g., human parallel processing) and reduces the otherwise detrimental impact of rater unavailability."
